author_id;publication_id
173;154167,142554,136590,138544,120059,96256
174;186266,181845,174347,171281,152582,120175,117787,112403,136384,134781,171327,186215,171742,137560,171738,171326
175;180933,164778,152587,123367,137562,104206,134781,96521,95963,171327,137560
176;141802,138843,115621,115620,107382,106888,101089,100315,97883,94306,106033
177;174622,160785,155855,122626,113495,106888,103098,101268,100949,97937,106039
178;151061,135015
179;151777,151776,151774,119095,119076
180;187093,187084,187112,187073,187050,143465,142083,122332,122334
181;174396,137797
182;154361,164630,154128,153741,146295,146289,143198,143111,134390,122183,117560,117377,117112,123288,113899,110231,109979,105274,97482,95428,95427,95404,95403
183;172363,134674,153819
184;179554,148506,141948,140889,136925,136581,136624,134559,120473,109462
185;132159,123368,113014
186;163923,126696,123368,121466,113014,112497
187;123368,113014
188;173749,160253,160437,134511,131960,123368,134525,113014,135724,135723
189;154504,128593,125902,116423,114782
190;124720
191;152174,145813,145706,145673,141289,136344,136102,127211,127182,120570,120457,117998,117734,115625,115547
192;181848,109900,108598
193;180767,175318,174902,174900,174898,166046,137338,134178,137342,128119,127070,127068,119695,118578,114059,113051,113046,113055,111220,110697,110417,108358,143058,101083,96650
194;184231,184080,176418,175767,173674,166250,156722,155094,153774,153284,154533,148800,148618,147457,147274,146498,146102,145356,144089,143759,139436,134860,130145,130136,122383,121299,118701,118691,118690,118676,117158,117157,113130,109940,109939,109936,109935,109934,108582
195;184256,142663,125858
196;185130,184129,180164,176912,174515,174169,164717,164529,164620,164616,144129,136042,126948,122684,122676,122499,119627,118539,118297,107225,105433,105036,104989,104483,98301
197;155468,138740,135579,121989,113381,113375
198;174706,155330,155029,155000,147628,147624,134885,119421,119420,105036,104989,104483
199;125859
200;174706,155330,155029,155000,139075,134833,104058,134832
201;146786,126753,117910,117907,117905
202;92637,92120,91780
203;182909,175728,133024,118626,108914,108898,108897,108896,92638,91882
204;184831,184805,180725,175847,173270,169264,169256,167901,167206,157459,139020,128362,118781,118776,118768,118764,118762,118748,118670,118662,117184,108913,108911,108904,91907
205;176437,175592,139818,139664,113087,108910,104507,92641,92640,92167
206;177286,173265,160761,144463,130420,130372,129560,129464,129317,124845,115856,113066,110621,110617,109864,103796,99825
207;172956,166424,164831,164341,134349,127109,118950,109358,107809,107806,104557
208;139515,117106
209;129888,119632
210;126280,121570,119386,104966,102168,97416
211;184554,182725,182186,182148,176782,176385,176373,176191,174796,174787,173387,172119,172113,169194,169517,169513,169181,169100,168570,168531,166224,166206,165080,164000,163533,156130,155121,156990,156968,153895,152061,151981,149305,149202,147324,147030,144512,144173,144170,138841,138230,137172,129462,129450,128309,125936,125910,122803,122802,122720,122302,122051,121082,121076,121069,121065,121062,121044,121035,120310,119372,119040,118861,118500,117818,117802,117789,117786,117784,115449,115020,115019,114457,108940,106685,106273,105725,104862,104502,103514,102131,102130,102128,100929,100914,100908,100681,100679,96648,96404,96742,95471,95386,95385
212;118928,104976,104963
213;179903,166742,155466,120588,118995
214;174259,150191,150019,148364,135581,150205,150796,150199,149959,141299,150794,150793,150790,150786,112853
215;179934,168637,118834,99800
216;147060,141054,123401
217;147060,141054,123403
219;107231,99800,99996
220;107231,99800,99996,92085
221;155875,129334,117865,117713,117711,104219
222;147428,139779,155875,117713,108400,107104,103817
223;187268,181893,105522,100684,96351
224;184355,179680,164116,160748,117167,116693,117255,94069
225;175071,154948,154931,114806,114596,107696
